Data_Note,OrganizationIdentifier,ActivityStartDate,ActivityStartTime.Time,MonitoringLocationIdentifier,TADA.MonitoringLocationName,TADA.MonitoringLocationTypeName,TADA.CharacteristicName,TADA.ResultMeasureValue,TADA.ResultMeasure.MeasureUnitCode,StatisticalBaseCode,TADA.ActivityDepthHeightMeasure.MeasureValue,TADA.ComparableDataIdentifier,TADA.ResultSampleFractionText,TADA.LatitudeMeasure,TADA.LongitudeMeasure,ML_ID,ML_Name,Latitude,Longitude,HUC10_ID,Name_AU,AUID_ATTNS,AU_Type,NavStatus
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,14:30:00,USGS-700717143383401,,"LAKE, RESERVOIR, IMPOUNDMENT",SODIUM,62600,UG/L,,0.9144,SODIUM_DISSOLVED_NA_UG/L,DISSOLVED,70.1214361,-143.6427778,7.00717E+14,,70.12143609999997,-143.6427778,1906050215,Navarakpuk Lake,AK_L_6050215_003,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,14:30:00,USGS-700717143383401,,"LAKE, RESERVOIR, IMPOUNDMENT",SODIUM ADSORPTION RATIO [(NA)/(SQ ROOT OF 1/2 CA + MG)],1.98,NONE,,0.9144,SODIUM ADSORPTION RATIO [(NA)/(SQ ROOT OF 1/2 CA + MG)]_NA_NA_NONE,,70.1214361,-143.6427778,7.00717E+14,,70.12143609999997,-143.6427778,1906050215,Navarakpuk Lake,AK_L_6050215_003,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,14:30:00,USGS-700717143383401,,"LAKE, RESERVOIR, IMPOUNDMENT","SODIUM, PERCENT TOTAL CATIONS",42,%,,0.9144,"SODIUM, PERCENT TOTAL CATIONS_NA_NA_%",,70.1214361,-143.6427778,7.00717E+14,,70.12143609999997,-143.6427778,1906050215,Navarakpuk Lake,AK_L_6050215_003,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,14:30:00,USGS-700717143383401,,"LAKE, RESERVOIR, IMPOUNDMENT",POTASSIUM,1810,UG/L,,0.9144,POTASSIUM_DISSOLVED_NA_UG/L,DISSOLVED,70.1214361,-143.6427778,7.00717E+14,,70.12143609999997,-143.6427778,1906050215,Navarakpuk Lake,AK_L_6050215_003,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,14:30:00,USGS-700717143383401,,"LAKE, RESERVOIR, IMPOUNDMENT",STRONTIUM,194,UG/L,,0.9144,STRONTIUM_DISSOLVED_NA_UG/L,DISSOLVED,70.1214361,-143.6427778,7.00717E+14,,70.12143609999997,-143.6427778,1906050215,Navarakpuk Lake,AK_L_6050215_003,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,14:30:00,USGS-700717143383401,,"LAKE, RESERVOIR, IMPOUNDMENT","TOTAL NITROGEN, MIXED FORMS",0.34,MG/L,,0.9144,"TOTAL NITROGEN, MIXED FORMS_FILTERED_AS N_MG/L",FILTERED,70.1214361,-143.6427778,7.00717E+14,,70.12143609999997,-143.6427778,1906050215,Navarakpuk Lake,AK_L_6050215_003,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,14:30:00,USGS-700717143383401,,"LAKE, RESERVOIR, IMPOUNDMENT","TOTAL NITROGEN, MIXED FORMS",0.42,MG/L,,0.9144,"TOTAL NITROGEN, MIXED FORMS_UNFILTERED_AS N_MG/L",UNFILTERED,70.1214361,-143.6427778,7.00717E+14,,70.12143609999997,-143.6427778,1906050215,Navarakpuk Lake,AK_L_6050215_003,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,14:30:00,USGS-700717143383401,,"LAKE, RESERVOIR, IMPOUNDMENT",DEPTH,1.88976,M,,0.9144,DEPTH_NA_NA_M,,70.1214361,-143.6427778,7.00717E+14,,70.12143609999997,-143.6427778,1906050215,Navarakpuk Lake,AK_L_6050215_003,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,14:30:00,USGS-700717143383401,,"LAKE, RESERVOIR, IMPOUNDMENT",SPECIFIC CONDUCTANCE,724,US/CM @25C,,0.9144,SPECIFIC CONDUCTANCE_TOTAL_NA_US/CM @25C,TOTAL,70.1214361,-143.6427778,7.00717E+14,,70.12143609999997,-143.6427778,1906050215,Navarakpuk Lake,AK_L_6050215_003,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,STREAM WIDTH MEASURE,3.9624,M,,0.1524,STREAM WIDTH MEASURE_NA_NA_M,,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,TEMPERATURE,7,DEG C,,0.1524,TEMPERATURE_NA_NA_DEG C,,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,BAROMETRIC PRESSURE,734,MM/HG,,0.1524,BAROMETRIC PRESSURE_NA_NA_MM/HG,,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,"STREAM FLOW, INSTANTANEOUS",27,CFS,,0.1524,"STREAM FLOW, INSTANTANEOUS_NA_NA_CFS",,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,NUMBER OF SAMPLING POINTS,1,COUNT,,0.1524,NUMBER OF SAMPLING POINTS_NA_NA_COUNT,,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,SPECIFIC CONDUCTANCE,804,US/CM @25C,,0.1524,SPECIFIC CONDUCTANCE_TOTAL_NA_US/CM @25C,TOTAL,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,"ACIDITY, (H+)",0.01,UG/L,,0.1524,"ACIDITY, (H+)_TOTAL_NA_UG/L",TOTAL,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,CARBON DIOXIDE,1900,UG/L,,0.1524,CARBON DIOXIDE_TOTAL_NA_UG/L,TOTAL,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,"TOTAL NITROGEN, MIXED FORMS",0.18,MG/L,,0.1524,"TOTAL NITROGEN, MIXED FORMS_UNFILTERED_AS N_MG/L",UNFILTERED,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,"TOTAL NITROGEN, MIXED FORMS",0.21,MG/L,,0.1524,"TOTAL NITROGEN, MIXED FORMS_FILTERED_AS N_MG/L",FILTERED,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,ORGANIC NITROGEN,0.1,MG/L,,0.1524,ORGANIC NITROGEN_UNFILTERED_AS N_MG/L,UNFILTERED,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,ORGANIC NITROGEN,0.1,MG/L,,0.1524,ORGANIC NITROGEN_FILTERED_AS N_MG/L,FILTERED,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,AMMONIA AND AMMONIUM,0.03,MG/L,,0.1524,AMMONIA AND AMMONIUM_FILTERED_AS N_MG/L,FILTERED,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,KJELDAHL NITROGEN,0.16,MG/L,,0.1524,KJELDAHL NITROGEN_FILTERED_AS N_MG/L,FILTERED,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,TOTAL KJELDAHL NITROGEN (ORGANIC N & NH3),0.14,MG/L,,0.1524,TOTAL KJELDAHL NITROGEN (ORGANIC N & NH3)_UNFILTERED_AS N_MG/L,UNFILTERED,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,NITRATE + NITRITE,0.04,MG/L,,0.1524,NITRATE + NITRITE_FILTERED_AS N_MG/L,FILTERED,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",25,UG/L,,0.1524,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,ORGANIC CARBON,1790,UG/L,,0.1524,ORGANIC CARBON_DISSOLVED_NA_UG/L,DISSOLVED,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,"HARDNESS, CA, MG",434,MG/L,,0.1524,"HARDNESS, CA, MG_NA_AS CACO3_MG/L",,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,"HARDNESS, NON-CARBONATE",336,MG/L,,0.1524,"HARDNESS, NON-CARBONATE_DISSOLVED_AS CACO3_MG/L",DISSOLVED,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,CALCIUM,120000,UG/L,,0.1524,CALCIUM_DISSOLVED_NA_UG/L,DISSOLVED,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,MAGNESIUM,32500,UG/L,,0.1524,MAGNESIUM_DISSOLVED_NA_UG/L,DISSOLVED,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,SODIUM,8070,UG/L,,0.1524,SODIUM_DISSOLVED_NA_UG/L,DISSOLVED,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,SODIUM ADSORPTION RATIO [(NA)/(SQ ROOT OF 1/2 CA + MG)],0.17,NONE,,0.1524,SODIUM ADSORPTION RATIO [(NA)/(SQ ROOT OF 1/2 CA + MG)]_NA_NA_NONE,,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,"SODIUM, PERCENT TOTAL CATIONS",4,%,,0.1524,"SODIUM, PERCENT TOTAL CATIONS_NA_NA_%",,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,POTASSIUM,970,UG/L,,0.1524,POTASSIUM_DISSOLVED_NA_UG/L,DISSOLVED,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,SILICA,2790,UG/L,,0.1524,SILICA_DISSOLVED_NA_UG/L,DISSOLVED,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,STRONTIUM,287,UG/L,,0.1524,STRONTIUM_DISSOLVED_NA_UG/L,DISSOLVED,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,"STREAM FLOW, INSTANTANEOUS",27.5454426,CFS,,0.1524,"STREAM FLOW, INSTANTANEOUS_NA_NA_CFS",,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,"TOTAL NITROGEN, MIXED FORMS",0.17,MG/L,,0.1524,"TOTAL NITROGEN, MIXED FORMS_FILTERED_AS N_MG/L",FILTERED,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,"TOTAL NITROGEN, MIXED FORMS",0.18,MG/L,,0.1524,"TOTAL NITROGEN, MIXED FORMS_UNFILTERED_AS N_MG/L",UNFILTERED,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,AMMONIA AND AMMONIUM,0.027160000000000004,MG/L,,0.1524,AMMONIA AND AMMONIUM_FILTERED_AS N_MG/L,FILTERED,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,SUSPENDED SEDIMENT CONCENTRATION (SSC),38000,UG/L,,0.1524,SUSPENDED SEDIMENT CONCENTRATION (SSC)_SUSPENDED_NA_UG/L,SUSPENDED,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,SUSPENDED SEDIMENT DISCHARGE,5600,LB/DAY,,0.1524,SUSPENDED SEDIMENT DISCHARGE_SUSPENDED_NA_LB/DAY,SUSPENDED,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,DEPTH,0.21336,M,,0.1524,DEPTH_NA_NA_M,,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,RBP HIGH WATER MARK,0.9144,M/SEC,,0.1524,RBP HIGH WATER MARK_NA_NA_M/SEC,,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,15:40:00,USGS-694733144490000,,STREAM,SPECIFIC CONDUCTANCE,822,US/CM @25C,,0.1524,SPECIFIC CONDUCTANCE_TOTAL_NA_US/CM @25C,TOTAL,69.7922869,-144.819448,6.94733E+14,,69.79228689999995,-144.819448,1906050213,Marsh Creek,AK_R_6050213_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,17:30:00,USGS-700137145312600,,"LAKE, RESERVOIR, IMPOUNDMENT",TEMPERATURE,8.5,DEG C,,0.9144,TEMPERATURE_NA_NA_DEG C,,70.0267348,-145.5267313,7.00137E+14,,70.02673480000001,-145.5267313,1906050110,Unnamed Lake,AK_L_6050110_001,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,17:30:00,USGS-700137145312600,,"LAKE, RESERVOIR, IMPOUNDMENT",BAROMETRIC PRESSURE,751,MM/HG,,0.9144,BAROMETRIC PRESSURE_NA_NA_MM/HG,,70.0267348,-145.5267313,7.00137E+14,,70.02673480000001,-145.5267313,1906050110,Unnamed Lake,AK_L_6050110_001,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,17:30:00,USGS-700137145312600,,"LAKE, RESERVOIR, IMPOUNDMENT",SPECIFIC CONDUCTANCE,130,US/CM @25C,,0.9144,SPECIFIC CONDUCTANCE_TOTAL_NA_US/CM @25C,TOTAL,70.0267348,-145.5267313,7.00137E+14,,70.02673480000001,-145.5267313,1906050110,Unnamed Lake,AK_L_6050110_001,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,17:30:00,USGS-700137145312600,,"LAKE, RESERVOIR, IMPOUNDMENT","ACIDITY, (H+)",0.01,UG/L,,0.9144,"ACIDITY, (H+)_TOTAL_NA_UG/L",TOTAL,70.0267348,-145.5267313,7.00137E+14,,70.02673480000001,-145.5267313,1906050110,Unnamed Lake,AK_L_6050110_001,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,17:30:00,USGS-700137145312600,,"LAKE, RESERVOIR, IMPOUNDMENT",CARBON DIOXIDE,1100,UG/L,,0.9144,CARBON DIOXIDE_TOTAL_NA_UG/L,TOTAL,70.0267348,-145.5267313,7.00137E+14,,70.02673480000001,-145.5267313,1906050110,Unnamed Lake,AK_L_6050110_001,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,17:30:00,USGS-700137145312600,,"LAKE, RESERVOIR, IMPOUNDMENT",KJELDAHL NITROGEN,0.42,MG/L,,0.9144,KJELDAHL NITROGEN_FILTERED_AS N_MG/L,FILTERED,70.0267348,-145.5267313,7.00137E+14,,70.02673480000001,-145.5267313,1906050110,Unnamed Lake,AK_L_6050110_001,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,17:30:00,USGS-700137145312600,,"LAKE, RESERVOIR, IMPOUNDMENT",TOTAL KJELDAHL NITROGEN (ORGANIC N & NH3),0.51,MG/L,,0.9144,TOTAL KJELDAHL NITROGEN (ORGANIC N & NH3)_UNFILTERED_AS N_MG/L,UNFILTERED,70.0267348,-145.5267313,7.00137E+14,,70.02673480000001,-145.5267313,1906050110,Unnamed Lake,AK_L_6050110_001,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,17:30:00,USGS-700137145312600,,"LAKE, RESERVOIR, IMPOUNDMENT","TOTAL PHOSPHORUS, MIXED FORMS",20,UG/L,,0.9144,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,70.0267348,-145.5267313,7.00137E+14,,70.02673480000001,-145.5267313,1906050110,Unnamed Lake,AK_L_6050110_001,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,17:30:00,USGS-700137145312600,,"LAKE, RESERVOIR, IMPOUNDMENT","TOTAL PHOSPHORUS, MIXED FORMS",6,UG/L,,0.9144,"TOTAL PHOSPHORUS, MIXED FORMS_FILTERED_AS P_UG/L",FILTERED,70.0267348,-145.5267313,7.00137E+14,,70.02673480000001,-145.5267313,1906050110,Unnamed Lake,AK_L_6050110_001,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,17:30:00,USGS-700137145312600,,"LAKE, RESERVOIR, IMPOUNDMENT",ORGANIC CARBON,5850,UG/L,,0.9144,ORGANIC CARBON_DISSOLVED_NA_UG/L,DISSOLVED,70.0267348,-145.5267313,7.00137E+14,,70.02673480000001,-145.5267313,1906050110,Unnamed Lake,AK_L_6050110_001,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,17:30:00,USGS-700137145312600,,"LAKE, RESERVOIR, IMPOUNDMENT","HARDNESS, CA, MG",46.7,MG/L,,0.9144,"HARDNESS, CA, MG_NA_AS CACO3_MG/L",,70.0267348,-145.5267313,7.00137E+14,,70.02673480000001,-145.5267313,1906050110,Unnamed Lake,AK_L_6050110_001,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,17:30:00,USGS-700137145312600,,"LAKE, RESERVOIR, IMPOUNDMENT","HARDNESS, NON-CARBONATE",1,MG/L,,0.9144,"HARDNESS, NON-CARBONATE_DISSOLVED_AS CACO3_MG/L",DISSOLVED,70.0267348,-145.5267313,7.00137E+14,,70.02673480000001,-145.5267313,1906050110,Unnamed Lake,AK_L_6050110_001,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,17:30:00,USGS-700137145312600,,"LAKE, RESERVOIR, IMPOUNDMENT",CALCIUM,12600,UG/L,,0.9144,CALCIUM_DISSOLVED_NA_UG/L,DISSOLVED,70.0267348,-145.5267313,7.00137E+14,,70.02673480000001,-145.5267313,1906050110,Unnamed Lake,AK_L_6050110_001,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,17:30:00,USGS-700137145312600,,"LAKE, RESERVOIR, IMPOUNDMENT",MAGNESIUM,3700,UG/L,,0.9144,MAGNESIUM_DISSOLVED_NA_UG/L,DISSOLVED,70.0267348,-145.5267313,7.00137E+14,,70.02673480000001,-145.5267313,1906050110,Unnamed Lake,AK_L_6050110_001,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,17:30:00,USGS-700137145312600,,"LAKE, RESERVOIR, IMPOUNDMENT",SODIUM,6740,UG/L,,0.9144,SODIUM_DISSOLVED_NA_UG/L,DISSOLVED,70.0267348,-145.5267313,7.00137E+14,,70.02673480000001,-145.5267313,1906050110,Unnamed Lake,AK_L_6050110_001,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,17:30:00,USGS-700137145312600,,"LAKE, RESERVOIR, IMPOUNDMENT",SODIUM ADSORPTION RATIO [(NA)/(SQ ROOT OF 1/2 CA + MG)],0.43,NONE,,0.9144,SODIUM ADSORPTION RATIO [(NA)/(SQ ROOT OF 1/2 CA + MG)]_NA_NA_NONE,,70.0267348,-145.5267313,7.00137E+14,,70.02673480000001,-145.5267313,1906050110,Unnamed Lake,AK_L_6050110_001,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,17:30:00,USGS-700137145312600,,"LAKE, RESERVOIR, IMPOUNDMENT","SODIUM, PERCENT TOTAL CATIONS",24,%,,0.9144,"SODIUM, PERCENT TOTAL CATIONS_NA_NA_%",,70.0267348,-145.5267313,7.00137E+14,,70.02673480000001,-145.5267313,1906050110,Unnamed Lake,AK_L_6050110_001,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,17:30:00,USGS-700137145312600,,"LAKE, RESERVOIR, IMPOUNDMENT",POTASSIUM,480,UG/L,,0.9144,POTASSIUM_DISSOLVED_NA_UG/L,DISSOLVED,70.0267348,-145.5267313,7.00137E+14,,70.02673480000001,-145.5267313,1906050110,Unnamed Lake,AK_L_6050110_001,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,17:30:00,USGS-700137145312600,,"LAKE, RESERVOIR, IMPOUNDMENT",SILICA,229,UG/L,,0.9144,SILICA_DISSOLVED_NA_UG/L,DISSOLVED,70.0267348,-145.5267313,7.00137E+14,,70.02673480000001,-145.5267313,1906050110,Unnamed Lake,AK_L_6050110_001,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,17:30:00,USGS-700137145312600,,"LAKE, RESERVOIR, IMPOUNDMENT",STRONTIUM,26.2,UG/L,,0.9144,STRONTIUM_DISSOLVED_NA_UG/L,DISSOLVED,70.0267348,-145.5267313,7.00137E+14,,70.02673480000001,-145.5267313,1906050110,Unnamed Lake,AK_L_6050110_001,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,USGS-AK,2021-08-14,17:30:00,USGS-700137145312600,,"LAKE, RESERVOIR, IMPOUNDMENT","TOTAL NITROGEN, MIXED FORMS",0.36,MG/L,,0.9144,"TOTAL NITROGEN, MIXED FORMS_FILTERED_AS N_MG/L",FILTERED,70.0267348,-145.5267313,7.00137E+14,,70.02673480000001,-145.5267313,1906050110,Unnamed Lake,AK_L_6050110_001,Lake,Unknown
