AUID_ATTNS,MonitoringLocationTypeName,AU_Type,TADA.CharacteristicName,TADA.ResultMeasure.MeasureUnitCode,TADA.ResultSampleFractionText_new,n_Samples,n_SampDates,n_WaterYears,Waterbody Type,Fraction,Use,Type,Minimum Assessment Period,Minimum number of data points,Min_Assess_Period_Yrs,Min_Num_Pts,Min_Period_Pass,Min_Data_Pass,Data_Sufficient,Hardness_Dependency
AK_R_1010601_009,Stream,River,COPPER,UG/L,TOTAL RECOVERABLE,30,27,4,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1010601_009,Stream,River,IRON,UG/L,TOTAL RECOVERABLE,34,31,4,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1010601_009,Stream,River,LEAD,UG/L,TOTAL RECOVERABLE,34,31,4,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1010601_009,Stream,River,LITHIUM,UG/L,TOTAL RECOVERABLE,34,31,4,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1010601_009,Stream,River,MANGANESE,UG/L,TOTAL RECOVERABLE,34,31,4,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1010601_009,Stream,River,MERCURY,UG/L,TOTAL RECOVERABLE,8,6,3,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1010601_009,Stream,River,MOLYBDENUM,UG/L,TOTAL RECOVERABLE,34,31,4,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1010601_009,Stream,River,NICKEL,UG/L,TOTAL RECOVERABLE,34,31,4,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1010601_009,Stream,River,PHOSPHORUS,UG/L,DISSOLVED,4,4,3,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1010601_009,Stream,River,SELENIUM,UG/L,TOTAL,34,31,4,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1010601_009,Stream,River,SILVER,UG/L,TOTAL RECOVERABLE,18,16,4,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1010601_009,Stream,River,THALLIUM,UG/L,TOTAL,7,5,2,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1010601_009,Stream,River,ZINC,UG/L,TOTAL RECOVERABLE,34,31,4,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stream,River,ALKALINITY,UG/L,DISSOLVED,38,31,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stream,River,ALUMINUM,UG/L,DISSOLVED,36,33,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stream,River,ARSENIC,UG/L,TOTAL,36,33,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stream,River,BARIUM,UG/L,TOTAL RECOVERABLE,36,33,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stream,River,BERYLLIUM,UG/L,TOTAL RECOVERABLE,32,29,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stream,River,CADMIUM,UG/L,TOTAL,30,27,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stream,River,CHROMIUM,UG/L,TOTAL RECOVERABLE,32,29,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stream,River,COBALT,UG/L,TOTAL RECOVERABLE,36,33,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stream,River,COPPER,UG/L,TOTAL RECOVERABLE,32,29,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stream,River,IRON,UG/L,TOTAL RECOVERABLE,36,33,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stream,River,LEAD,UG/L,TOTAL RECOVERABLE,35,32,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stream,River,LITHIUM,UG/L,TOTAL RECOVERABLE,36,33,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stream,River,MANGANESE,UG/L,TOTAL RECOVERABLE,36,33,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stream,River,MERCURY,UG/L,TOTAL RECOVERABLE,26,23,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stream,River,MOLYBDENUM,UG/L,TOTAL RECOVERABLE,36,33,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stream,River,NICKEL,UG/L,TOTAL RECOVERABLE,36,33,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stream,River,PHOSPHORUS,UG/L,DISSOLVED,22,21,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stream,River,SELENIUM,UG/L,TOTAL,36,33,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stream,River,SILVER,UG/L,TOTAL RECOVERABLE,18,16,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stream,River,THALLIUM,UG/L,TOTAL,12,10,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stream,River,ZINC,UG/L,TOTAL RECOVERABLE,32,29,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,River/Stream,River,ALUMINUM,UG/L,DISSOLVED,18,6,2,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,River/Stream,River,ALUMINUM,UG/L,TOTAL,3,1,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,River/Stream,River,ARSENIC,UG/L,TOTAL,3,1,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,River/Stream,River,BARIUM,UG/L,TOTAL,3,1,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,River/Stream,River,CHLORIDE,MG/L,TOTAL,18,6,2,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,River/Stream,River,CHLORIDE,UG/L,TOTAL,18,6,2,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,River/Stream,River,CHROMIUM,UG/L,DISSOLVED,10,4,2,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,River/Stream,River,COBALT,UG/L,TOTAL,3,1,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,River/Stream,River,COPPER,UG/L,TOTAL,3,1,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,River/Stream,River,LEAD,UG/L,TOTAL,2,1,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,River/Stream,River,MANGANESE,UG/L,TOTAL,3,1,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,River/Stream,River,MOLYBDENUM,UG/L,TOTAL,3,1,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,River/Stream,River,NICKEL,UG/L,TOTAL,3,1,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,River/Stream,River,NITRITE,UG/L,TOTAL,2,1,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,River/Stream,River,VANADIUM,UG/L,TOTAL,2,1,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Stream,River,ALKALINITY,UG/L,DISSOLVED,42,35,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Stream,River,ALUMINUM,UG/L,DISSOLVED,39,35,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Stream,River,ARSENIC,UG/L,TOTAL,39,35,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Stream,River,BARIUM,UG/L,TOTAL RECOVERABLE,40,36,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Stream,River,BERYLLIUM,UG/L,TOTAL RECOVERABLE,33,29,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Stream,River,CADMIUM,UG/L,TOTAL,36,32,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Stream,River,CHROMIUM,UG/L,DISSOLVED,4,4,3,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Stream,River,CHROMIUM,UG/L,TOTAL RECOVERABLE,39,35,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Stream,River,COBALT,UG/L,TOTAL RECOVERABLE,39,35,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Stream,River,COPPER,UG/L,TOTAL RECOVERABLE,36,32,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Stream,River,IRON,UG/L,TOTAL RECOVERABLE,39,35,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Stream,River,LEAD,UG/L,TOTAL RECOVERABLE,39,35,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Stream,River,LITHIUM,UG/L,TOTAL RECOVERABLE,39,35,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Stream,River,MANGANESE,UG/L,TOTAL RECOVERABLE,39,35,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Stream,River,MERCURY,UG/L,TOTAL RECOVERABLE,24,22,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Stream,River,MOLYBDENUM,UG/L,TOTAL RECOVERABLE,39,35,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Stream,River,NICKEL,UG/L,TOTAL RECOVERABLE,39,35,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Stream,River,PHOSPHORUS,UG/L,DISSOLVED,16,14,4,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Stream,River,SELENIUM,UG/L,TOTAL,39,35,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Stream,River,SILVER,UG/L,TOTAL RECOVERABLE,19,15,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Stream,River,THALLIUM,UG/L,TOTAL,13,10,4,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Stream,River,ZINC,UG/L,TOTAL RECOVERABLE,37,33,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Stream,River,ALKALINITY,UG/L,DISSOLVED,28,26,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Stream,River,ALUMINUM,UG/L,DISSOLVED,27,26,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Stream,River,ARSENIC,UG/L,TOTAL,27,26,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Stream,River,BARIUM,UG/L,TOTAL RECOVERABLE,28,27,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Stream,River,BERYLLIUM,UG/L,TOTAL RECOVERABLE,22,21,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Stream,River,CADMIUM,UG/L,TOTAL,3,3,3,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Stream,River,CHROMIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Stream,River,CHROMIUM,UG/L,TOTAL RECOVERABLE,26,25,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Stream,River,COBALT,UG/L,TOTAL RECOVERABLE,27,26,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Stream,River,COPPER,UG/L,TOTAL RECOVERABLE,24,23,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Stream,River,IRON,UG/L,TOTAL RECOVERABLE,27,26,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Stream,River,LEAD,UG/L,TOTAL RECOVERABLE,24,23,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Stream,River,LITHIUM,UG/L,TOTAL RECOVERABLE,27,26,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Stream,River,MANGANESE,UG/L,TOTAL RECOVERABLE,27,26,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Stream,River,MOLYBDENUM,UG/L,TOTAL RECOVERABLE,27,26,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Stream,River,NICKEL,UG/L,TOTAL RECOVERABLE,27,26,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Stream,River,PHOSPHORUS,UG/L,DISSOLVED,5,5,4,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Stream,River,SELENIUM,UG/L,TOTAL,27,26,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Stream,River,SILVER,UG/L,TOTAL RECOVERABLE,1,1,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Stream,River,THALLIUM,UG/L,TOTAL,1,1,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Stream,River,ZINC,UG/L,TOTAL RECOVERABLE,21,20,5,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030214_007,River/Stream,River,ALUMINUM,UG/L,DISSOLVED,17,9,2,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030214_007,River/Stream,River,COPPER,UG/L,TOTAL,15,9,2,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_002_001,River/Stream,River,ALUMINUM,UG/L,DISSOLVED,31,23,3,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_002_001,River/Stream,River,COPPER,UG/L,TOTAL,25,19,2,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_002_002,River/Stream,River,ALUMINUM,UG/L,DISSOLVED,67,26,3,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_002_002,River/Stream,River,COPPER,UG/L,TOTAL,55,18,2,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_006,River/Stream,River,ALUMINUM,UG/L,DISSOLVED,8,8,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_006,River/Stream,River,COPPER,UG/L,TOTAL,3,3,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2030218_007,River/Stream,River,ALUMINUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040104_002_001,River/Stream,River,ALUMINUM,UG/L,DISSOLVED,2,2,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040104_002_001,River/Stream,River,NITRITE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040104_002_002,River/Stream,River,ALUMINUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040106_001,River/Stream,River,ALUMINUM,UG/L,DISSOLVED,5,4,2,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040106_004,River/Stream,River,ALUMINUM,UG/L,DISSOLVED,7,4,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040106_004,River/Stream,River,NITRITE,UG/L,TOTAL,3,3,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040108_003,River/Stream,River,ALUMINUM,UG/L,DISSOLVED,8,8,2,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,ALUMINUM,UG/L,DISSOLVED,7,4,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2050512_016_003,River/Stream,River,ETHYLBENZENE,UG/L,,40,8,2,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2050512_016_003,River/Stream,River,TOLUENE,UG/L,,40,8,2,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_2050512_016_009,River/Stream,River,ALUMINUM,UG/L,DISSOLVED,2,2,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020311_001_002,River/Stream,River,ALUMINUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020311_001_002,River/Stream,River,AMMONIA,MG/L,,2,1,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020311_001_002,River/Stream,River,CHROMIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020311_001_002,River/Stream,River,NITRITE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020311_001_002,River/Stream,River,PHOSPHORUS,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9010501_004,River/Stream,River,ALUMINUM,UG/L,DISSOLVED,4,4,3,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9010501_004,River/Stream,River,AMMONIA,MG/L,,11,6,3,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9010501_004,River/Stream,River,CHROMIUM,UG/L,DISSOLVED,2,2,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9010501_004,River/Stream,River,NITRITE,UG/L,TOTAL,2,2,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9010501_004,River/Stream,River,PHOSPHORUS,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9010501_004,River/Stream,River,PHOSPHORUS,UG/L,TOTAL,2,2,2,,,,,,,,,,,,Hardness dependency not applicable.
