AUID_ATTNS,Waterbody Type,Constituent Group,Use,Constituent,TADA.CharacteristicName,Fraction,n_Samples,n_SampDates,n_WaterYears,Data_Sufficient,Units,Directionality,Duration,Details,Exceed,Individual_Category,Overall_Category,Magnitude_Text
AK_B_1010208_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,69,51,4,Yes,CFU/100mL,Maximum,Water year average,For products normally cooked,Yes,5,5,40
AK_B_1010208_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,69,51,4,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,No,2,5,20
AK_B_1010208_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,69,51,4,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,No,2,5,200
AK_B_1010208_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,69,51,4,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,No,2,5,400
AK_B_1010208_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,69,51,4,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,No,2,5,40
AK_B_1010208_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,69,51,4,Yes,CFU/100mL,Maximum,30-day period,"Geometric mean, for products not normally cooked",Yes,5,5,20
AK_B_1010208_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,69,51,4,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,Yes,5,5,400
AK_B_1010208_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,69,51,4,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,Yes,5,5,40
AK_B_1010208_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,69,51,4,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,No,2,5,200
AK_B_1010208_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,69,51,4,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,No,2,5,20
AK_B_1010208_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,69,51,4,Yes,CFU/100mL,Maximum,Water year average,NA,No,2,5,400
AK_B_1010208_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,69,51,4,Yes,CFU/100mL,Maximum,Water year average,NA,No,2,5,40
AK_B_1010208_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,69,51,4,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,Yes,5,5,200
AK_B_1010208_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,69,51,4,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,Yes,5,5,20
AK_B_1010208_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,69,51,4,Yes,CFU/100mL,Maximum,Water year average,NA,Yes,5,5,400
AK_B_1010208_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,69,51,4,Yes,CFU/100mL,Maximum,Water year average,NA,Yes,5,5,40
AK_B_1010208_002,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.5-8.5
AK_B_1010208_002,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,5.0-9.0
AK_B_1010208_002,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.0-8.5
AK_B_1010208_002,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,6.5-8.5
AK_B_1010208_002,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,5.0-9.0
AK_B_1010208_002,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,6.0-8.5
AK_B_1021109_001,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,MPN/100mL,Maximum,Water year average,Twelve-tube single dilution test,No,2,2,28
AK_B_1021109_001,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,Water year average,Membrane filtration test,No,2,2,31
AK_B_1021109_001,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,MPN/100mL,Maximum,Water year average,Five-tube decimal dilution test,No,2,2,43
AK_B_1021109_001,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,MPN/100mL,Maximum,Water year average,Three-tube decimal dilution test,No,2,2,49
AK_B_1021109_001,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,Water year average,Geometric mean,No,2,2,14
AK_B_1021109_001,Marine,pH,Aquatic Life,pH,PH,NA,28,28,2,Yes,SU,Minimum,Daily minimum,NA,No,2,2,6.5-8.5
AK_B_1021109_001,Marine,pH,Aquatic Life,pH,PH,NA,28,28,2,Yes,SU,Minimum,Daily minimum,NA,No,2,2,6.0-8.5
AK_B_1021109_001,Marine,pH,Aquatic Life,pH,PH,NA,28,28,2,Yes,SU,Maximum,Daily maximum,NA,No,2,2,6.5-8.5
AK_B_1021109_001,Marine,pH,Aquatic Life,pH,PH,NA,28,28,2,Yes,SU,Maximum,Daily maximum,NA,No,2,2,6.0-8.5
AK_B_1021109_001,Marine,Bacteria,Primary Contact Recreation,Enterococci,ENTEROCOCCUS,NA,28,28,2,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,No,2,2,35
AK_B_1021109_001,Marine,Bacteria,Primary Contact Recreation,Enterococci,ENTEROCOCCUS,NA,28,28,2,Yes,CFU/100mL,Maximum,Water year average,NA,No,2,2,130
AK_B_1021109_001,Marine,pH,Primary Contact Recreation,pH,PH,NA,28,28,2,Yes,SU,Minimum,Daily minimum,NA,No,2,2,6.0-8.5
AK_B_1021109_001,Marine,pH,Primary Contact Recreation,pH,PH,NA,28,28,2,Yes,SU,Maximum,Daily maximum,NA,No,2,2,6.0-8.5
AK_B_1021109_001,Marine,Bacteria,Secondary Contact Recreation,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,No,2,2,200
AK_B_1021109_001,Marine,Bacteria,Secondary Contact Recreation,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,Water year average,NA,No,2,2,400
AK_B_1021109_001,Marine,pH,Secondary Contact Recreation,pH,PH,NA,28,28,2,Yes,SU,Minimum,Daily minimum,NA,No,2,2,5.0-9.0
AK_B_1021109_001,Marine,pH,Secondary Contact Recreation,pH,PH,NA,28,28,2,Yes,SU,Maximum,Daily maximum,NA,No,2,2,5.0-9.0
AK_B_1021109_001,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,No,2,2,20
AK_B_1021109_001,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,No,2,2,200
AK_B_1021109_001,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,Water year average,For products normally cooked,No,2,2,40
AK_B_1021109_001,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,No,2,2,400
AK_B_1021109_001,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,No,2,2,40
AK_B_1021109_001,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,30-day period,"Geometric mean, for products not normally cooked",No,2,2,20
AK_B_1021109_001,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,No,2,2,200
AK_B_1021109_001,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,No,2,2,20
AK_B_1021109_001,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,Water year average,NA,No,2,2,400
AK_B_1021109_001,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,Water year average,NA,No,2,2,40
AK_B_1021109_001,Marine,pH,Water Supply,pH,PH,NA,28,28,2,Yes,SU,Minimum,Daily minimum,NA,No,2,2,6.5-8.5
AK_B_1021109_001,Marine,pH,Water Supply,pH,PH,NA,28,28,2,Yes,SU,Minimum,Daily minimum,NA,No,2,2,5.0-9.0
AK_B_1021109_001,Marine,pH,Water Supply,pH,PH,NA,28,28,2,Yes,SU,Minimum,Daily minimum,NA,No,2,2,6.0-8.5
AK_B_1021109_001,Marine,pH,Water Supply,pH,PH,NA,28,28,2,Yes,SU,Maximum,Daily maximum,NA,No,2,2,6.5-8.5
AK_B_1021109_001,Marine,pH,Water Supply,pH,PH,NA,28,28,2,Yes,SU,Maximum,Daily maximum,NA,No,2,2,5.0-9.0
AK_B_1021109_001,Marine,pH,Water Supply,pH,PH,NA,28,28,2,Yes,SU,Maximum,Daily maximum,NA,No,2,2,6.0-8.5
AK_B_1021109_003,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,MPN/100mL,Maximum,Water year average,Twelve-tube single dilution test,Yes,5,5,28
AK_B_1021109_003,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,Water year average,Membrane filtration test,Yes,5,5,31
AK_B_1021109_003,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,MPN/100mL,Maximum,Water year average,Five-tube decimal dilution test,Yes,5,5,43
AK_B_1021109_003,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,MPN/100mL,Maximum,Water year average,Three-tube decimal dilution test,Yes,5,5,49
AK_B_1021109_003,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,Water year average,Geometric mean,No,2,5,14
AK_B_1021109_003,Marine,pH,Aquatic Life,pH,PH,NA,28,28,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.5-8.5
AK_B_1021109_003,Marine,pH,Aquatic Life,pH,PH,NA,28,28,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.0-8.5
AK_B_1021109_003,Marine,pH,Aquatic Life,pH,PH,NA,28,28,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,6.5-8.5
AK_B_1021109_003,Marine,pH,Aquatic Life,pH,PH,NA,28,28,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,6.0-8.5
AK_B_1021109_003,Marine,Bacteria,Primary Contact Recreation,Enterococci,ENTEROCOCCUS,NA,27,27,2,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,No,2,2,35
AK_B_1021109_003,Marine,Bacteria,Primary Contact Recreation,Enterococci,ENTEROCOCCUS,NA,27,27,2,Yes,CFU/100mL,Maximum,Water year average,NA,No,2,2,130
AK_B_1021109_003,Marine,pH,Primary Contact Recreation,pH,PH,NA,28,28,2,Yes,SU,Minimum,Daily minimum,NA,No,2,2,6.0-8.5
AK_B_1021109_003,Marine,pH,Primary Contact Recreation,pH,PH,NA,28,28,2,Yes,SU,Maximum,Daily maximum,NA,No,2,2,6.0-8.5
AK_B_1021109_003,Marine,Bacteria,Secondary Contact Recreation,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,No,2,2,200
AK_B_1021109_003,Marine,Bacteria,Secondary Contact Recreation,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,Water year average,NA,No,2,2,400
AK_B_1021109_003,Marine,pH,Secondary Contact Recreation,pH,PH,NA,28,28,2,Yes,SU,Minimum,Daily minimum,NA,No,2,2,5.0-9.0
AK_B_1021109_003,Marine,pH,Secondary Contact Recreation,pH,PH,NA,28,28,2,Yes,SU,Maximum,Daily maximum,NA,No,2,2,5.0-9.0
AK_B_1021109_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,Yes,5,5,20
AK_B_1021109_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,Yes,5,5,200
AK_B_1021109_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,Water year average,For products normally cooked,Yes,5,5,40
AK_B_1021109_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,No,2,5,20
AK_B_1021109_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,No,2,5,200
AK_B_1021109_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,No,2,5,400
AK_B_1021109_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,No,2,5,40
AK_B_1021109_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,30-day period,"Geometric mean, for products not normally cooked",Yes,5,5,20
AK_B_1021109_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,Yes,5,5,400
AK_B_1021109_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,Yes,5,5,40
AK_B_1021109_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,No,2,5,200
AK_B_1021109_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,No,2,5,20
AK_B_1021109_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,Water year average,NA,No,2,5,400
AK_B_1021109_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,Water year average,NA,No,2,5,40
AK_B_1021109_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,Yes,5,5,200
AK_B_1021109_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,Yes,5,5,20
AK_B_1021109_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,Water year average,NA,Yes,5,5,400
AK_B_1021109_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,28,28,2,Yes,CFU/100mL,Maximum,Water year average,NA,Yes,5,5,40
AK_B_1021109_003,Marine,pH,Water Supply,pH,PH,NA,28,28,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.5-8.5
AK_B_1021109_003,Marine,pH,Water Supply,pH,PH,NA,28,28,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,5.0-9.0
AK_B_1021109_003,Marine,pH,Water Supply,pH,PH,NA,28,28,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.0-8.5
AK_B_1021109_003,Marine,pH,Water Supply,pH,PH,NA,28,28,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,6.5-8.5
AK_B_1021109_003,Marine,pH,Water Supply,pH,PH,NA,28,28,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,5.0-9.0
AK_B_1021109_003,Marine,pH,Water Supply,pH,PH,NA,28,28,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,6.0-8.5
AK_B_2030218_002,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,MPN/100mL,Maximum,Water year average,Twelve-tube single dilution test,Yes,5,5,28
AK_B_2030218_002,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,Water year average,Membrane filtration test,Yes,5,5,31
AK_B_2030218_002,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,MPN/100mL,Maximum,Water year average,Five-tube decimal dilution test,Yes,5,5,43
AK_B_2030218_002,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,MPN/100mL,Maximum,Water year average,Three-tube decimal dilution test,Yes,5,5,49
AK_B_2030218_002,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,Water year average,Geometric mean,Yes,5,5,14
AK_B_2030218_002,Marine,NA,Aquatic Life,NA,PH,NA,5,5,1,No,NA,NA,NA,NA,NA,NA,5,NA
AK_B_2030218_002,Marine,Bacteria,Primary Contact Recreation,Enterococci,ENTEROCOCCUS,NA,72,50,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,Yes,5,5,35
AK_B_2030218_002,Marine,Bacteria,Primary Contact Recreation,Enterococci,ENTEROCOCCUS,NA,72,50,5,Yes,CFU/100mL,Maximum,Water year average,NA,Yes,5,5,130
AK_B_2030218_002,Marine,NA,Primary Contact Recreation,NA,PH,NA,5,5,1,No,NA,NA,NA,NA,NA,NA,5,NA
AK_B_2030218_002,Marine,Bacteria,Secondary Contact Recreation,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,Yes,5,5,200
AK_B_2030218_002,Marine,Bacteria,Secondary Contact Recreation,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,Water year average,NA,No,2,5,400
AK_B_2030218_002,Marine,NA,Secondary Contact Recreation,NA,PH,NA,5,5,1,No,NA,NA,NA,NA,NA,NA,5,NA
AK_B_2030218_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,Yes,5,5,20
AK_B_2030218_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,Yes,5,5,200
AK_B_2030218_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,Water year average,For products normally cooked,Yes,5,5,40
AK_B_2030218_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,No,2,5,400
AK_B_2030218_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,No,2,5,40
AK_B_2030218_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,30-day period,"Geometric mean, for products not normally cooked",Yes,5,5,20
AK_B_2030218_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,Yes,5,5,400
AK_B_2030218_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,Yes,5,5,40
AK_B_2030218_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,Yes,5,5,200
AK_B_2030218_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,Yes,5,5,20
AK_B_2030218_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,Water year average,NA,No,2,5,400
AK_B_2030218_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,Water year average,NA,No,2,5,40
AK_B_2030218_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,Water year average,NA,Yes,5,5,400
AK_B_2030218_002,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,Water year average,NA,Yes,5,5,40
AK_B_2030218_002,Marine,NA,Water Supply,NA,PH,NA,5,5,1,No,NA,NA,NA,NA,NA,NA,5,NA
AK_B_2030218_003,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,MPN/100mL,Maximum,Water year average,Twelve-tube single dilution test,Yes,5,5,28
AK_B_2030218_003,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,Water year average,Membrane filtration test,Yes,5,5,31
AK_B_2030218_003,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,MPN/100mL,Maximum,Water year average,Five-tube decimal dilution test,Yes,5,5,43
AK_B_2030218_003,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,MPN/100mL,Maximum,Water year average,Three-tube decimal dilution test,Yes,5,5,49
AK_B_2030218_003,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,Water year average,Geometric mean,Yes,5,5,14
AK_B_2030218_003,Marine,NA,Aquatic Life,NA,PH,NA,5,5,1,No,NA,NA,NA,NA,NA,NA,5,NA
AK_B_2030218_003,Marine,Bacteria,Primary Contact Recreation,Enterococci,ENTEROCOCCUS,NA,72,50,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,Yes,5,5,35
AK_B_2030218_003,Marine,Bacteria,Primary Contact Recreation,Enterococci,ENTEROCOCCUS,NA,72,50,5,Yes,CFU/100mL,Maximum,Water year average,NA,Yes,5,5,130
AK_B_2030218_003,Marine,NA,Primary Contact Recreation,NA,PH,NA,5,5,1,No,NA,NA,NA,NA,NA,NA,5,NA
AK_B_2030218_003,Marine,Bacteria,Secondary Contact Recreation,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,Yes,5,5,200
AK_B_2030218_003,Marine,Bacteria,Secondary Contact Recreation,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,Water year average,NA,Yes,5,5,400
AK_B_2030218_003,Marine,NA,Secondary Contact Recreation,NA,PH,NA,5,5,1,No,NA,NA,NA,NA,NA,NA,5,NA
AK_B_2030218_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,Yes,5,5,20
AK_B_2030218_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,Yes,5,5,200
AK_B_2030218_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,Water year average,For products normally cooked,Yes,5,5,40
AK_B_2030218_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,Yes,5,5,400
AK_B_2030218_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,Yes,5,5,40
AK_B_2030218_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,30-day period,"Geometric mean, for products not normally cooked",Yes,5,5,20
AK_B_2030218_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,Yes,5,5,200
AK_B_2030218_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,Yes,5,5,20
AK_B_2030218_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,Water year average,NA,Yes,5,5,400
AK_B_2030218_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,72,50,5,Yes,CFU/100mL,Maximum,Water year average,NA,Yes,5,5,40
AK_B_2030218_003,Marine,NA,Water Supply,NA,PH,NA,5,5,1,No,NA,NA,NA,NA,NA,NA,5,NA
AK_B_3030311_001,Marine,NA,Aquatic Life,NA,FECAL COLIFORM,NA,7,7,1,No,NA,NA,NA,NA,NA,NA,5,NA
AK_B_3030311_001,Marine,NA,Primary Contact Recreation,NA,ENTEROCOCCUS,NA,7,7,1,No,NA,NA,NA,NA,NA,NA,5,NA
AK_B_3030311_001,Marine,NA,Secondary Contact Recreation,NA,FECAL COLIFORM,NA,7,7,1,No,NA,NA,NA,NA,NA,NA,5,NA
AK_B_3030311_001,Marine,NA,Water Supply,NA,FECAL COLIFORM,NA,7,7,1,No,NA,NA,NA,NA,NA,NA,5,NA
AK_B_3030311_002,Marine,NA,Aquatic Life,NA,FECAL COLIFORM,NA,7,7,1,No,NA,NA,NA,NA,NA,NA,5,NA
AK_B_3030311_002,Marine,NA,Primary Contact Recreation,NA,ENTEROCOCCUS,NA,7,7,1,No,NA,NA,NA,NA,NA,NA,5,NA
AK_B_3030311_002,Marine,NA,Secondary Contact Recreation,NA,FECAL COLIFORM,NA,7,7,1,No,NA,NA,NA,NA,NA,NA,5,NA
AK_B_3030311_002,Marine,NA,Water Supply,NA,FECAL COLIFORM,NA,7,7,1,No,NA,NA,NA,NA,NA,NA,5,NA
